Grid,longitude,latitude
1003,444352.5043,3916171.043
1004,448136.5685,3916148.405
1005,451920.6235,3916127.36
1006,455704.6701,3916107.909
1007,459488.7089,3916090.052
1008,463272.7405,3916073.788
1009,467056.7658,3916059.118
1010,470840.7852,3916046.042
1011,474624.7995,3916034.559
1012,478408.8094,3916024.67
1013,482192.8154,3916016.374
1014,485976.8184,3916009.672
1015,489760.8188,3916004.563
1016,493544.8175,3916001.048
1017,497328.815,3915999.126
1018,501112.8121,3915998.798
1019,504896.8093,3916000.064
1020,508680.8075,3916002.923
1021,255249.1188,3923958.973
1022,259032.5317,3923856.497
1023,262815.9024,3923755.619
1024,266599.2318,3923656.342
1025,270382.5204,3923558.663
1026,274165.7689,3923462.583
1027,277948.978,3923368.102
1028,281732.1482,3923275.22
1029,285515.2804,3923183.937
1030,289298.375,3923094.252
1031,293081.4329,3923006.165
1032,296864.4546,3922919.676
1033,300647.4408,3922834.785
1034,304430.3922,3922751.492
1035,308213.3094,3922669.797
1036,311996.1931,3922589.699
1037,315779.0439,3922511.199
1038,319561.8626,3922434.296
1039,323344.6497,3922358.99
1040,327127.4059,3922285.282
1041,330910.1319,3922213.17
1042,334692.8284,3922142.655
1043,338475.4959,3922073.737
1044,342258.1352,3922006.416
1045,346040.747,3921940.691
1046,349823.3318,3921876.562
1047,353605.8904,3921814.03
1048,357388.4233,3921753.094
1049,361170.9314,3921693.754
1050,364953.4151,3921636.011
1051,368735.8753,3921579.863
1052,372518.3125,3921525.311
1053,376300.7274,3921472.355
1054,380083.1206,3921420.994
1055,383865.4929,3921371.229
1056,387647.8449,3921323.06
1057,391430.1772,3921276.485
1058,395212.4906,3921231.507
1059,398994.7856,3921188.123
1060,402777.0629,3921146.335
1061,406559.3233,3921106.142
1062,410341.5673,3921067.544
1063,414123.7956,3921030.542
1064,417906.0089,3920995.134
1065,421688.2078,3920961.321
1066,425470.3931,3920929.103
1067,429252.5653,3920898.479
1068,433034.7251,3920869.451
1069,436816.8732,3920842.017
1070,440599.0102,3920816.178
1071,444381.1369,3920791.933
1072,448163.2538,3920769.283
1073,451945.3617,3920748.228
1074,455727.4611,3920728.767
1075,459509.5528,3920710.901
1076,463291.6374,3920694.629
1077,467073.7156,3920679.951
1078,470855.7881,3920666.868
1079,474637.8554,3920655.379
1080,478419.9183,3920645.485
1081,482201.9774,3920637.185
1082,485984.0334,3920630.48
1083,489766.087,3920625.368
1084,493548.1387,3920621.851
1085,497330.1894,3920619.929
1086,501112.2395,3920619.6
1087,504894.2899,3920620.867
1088,508676.3411,3920623.727
1089,255375.3642,3928581.495
1090,259156.8218,3928478.966
1091,262938.2375,3928378.038
1092,266719.612,3928278.71
1093,270500.9458,3928180.982
1094,274282.2398,3928084.854
1095,278063.4945,3927990.326
1096,281844.7106,3927897.397
1097,285625.8888,3927806.067
1098,289407.0297,3927716.337
1099,293188.1339,3927628.205
1100,296969.2022,3927541.673
1101,300750.2351,3927456.739
1102,304531.2333,3927373.404
1103,308312.1976,3927291.667
1104,312093.1285,3927211.529
1105,315874.0266,3927132.989
1106,319654.8928,3927056.048
1107,323435.7275,3926980.704
1108,327216.5315,3926906.958
1109,330997.3055,3926834.81
1110,334778.05,3926764.26
1111,338558.7657,3926695.307
1112,342339.4534,3926627.951
1113,346120.1136,3926562.193
1114,349900.747,3926498.032
1115,353681.3543,3926435.468
1116,357461.9361,3926374.502
1117,361242.4931,3926315.132
1118,365023.0259,3926257.359
1119,368803.5352,3926201.183
1120,372584.0217,3926146.603
1121,376364.486,3926093.62
1122,380144.9288,3926042.234
1123,383925.3507,3925992.443
1124,387705.7523,3925944.25
1125,391486.1344,3925897.652
1126,395266.4976,3925852.651
1127,399046.8426,3925809.245
1128,402827.17,3925767.436
1129,406607.4804,3925727.223
1130,410387.7746,3925688.605
1131,414168.0532,3925651.584
1132,417948.3168,3925616.158
1133,421728.5662,3925582.328
1134,425508.8019,3925550.093
1135,429289.0246,3925519.455
1136,433069.235,3925490.411
1137,436849.4337,3925462.964
1138,440629.6215,3925437.111
1139,444409.7989,3925412.855
1140,448189.9666,3925390.193
1141,451970.1253,3925369.127
1142,455750.2756,3925349.656
1143,459530.4182,3925331.781
1144,463310.5538,3925315.501
1145,467090.6829,3925300.816
1146,470870.8064,3925287.726
1147,474650.9247,3925276.232
1148,478431.0386,3925266.332
1149,482211.1488,3925258.028
1150,485991.2559,3925251.319
1151,489771.3605,3925246.205
1152,493551.4634,3925242.687
1153,497331.5651,3925240.763
1154,501111.6664,3925240.435
1155,504891.7679,3925241.701
1156,508671.8702,3925244.563
1157,255501.7393,3933204.041
1158,259281.2395,3933101.461
1159,263060.6981,3933000.483
1160,266840.1157,3932901.105
1161,270619.4929,3932803.328
1162,274398.8303,3932707.151
1163,278178.1287,3932612.575
1164,281957.3886,3932519.6
1165,285736.6108,3932428.224
1166,289515.7959,3932338.449
1167,293294.9445,3932250.273
1168,297074.0573,3932163.697
1169,300853.1349,3932078.72
1170,304632.178,3931995.343
1171,308411.1873,3931913.566
1172,312190.1634,3931833.387
1173,315969.1069,3931754.808
1174,319748.0185,3931677.828
1175,323526.8989,3931602.446
1176,327305.7487,3931528.663
1177,331084.5686,3931456.479
1178,334863.3592,3931385.893
1179,338642.1211,3931316.905
1180,342420.8551,3931249.516
1181,346199.5618,3931183.725
1182,349978.2418,3931119.531
1183,353756.8958,3931056.936
1184,357535.5244,3930995.939
1185,361314.1284,3930936.539
1186,365092.7082,3930878.737
1187,368871.2647,3930822.533
1188,372649.7985,3930767.926
1189,376428.3102,3930714.916
1190,380206.8004,3930663.503
1191,383985.2699,3930613.688
1192,387763.7192,3930565.47
1193,391542.1491,3930518.849
1194,395320.5602,3930473.825
1195,399098.9531,3930430.398
1196,402877.3285,3930388.568
1197,406655.6871,3930348.334
1198,410434.0295,3930309.697
1199,414212.3563,3930272.657
1200,417990.6683,3930237.213
1201,421768.966,3930203.366
1202,425547.2502,3930171.115
1203,429325.5214,3930140.461
1204,433103.7804,3930111.403
1205,436882.0278,3930083.942
1206,440660.2642,3930058.077
1207,444438.4903,3930033.807
1208,448216.7068,3930011.135
1209,451994.9144,3929990.058
1210,455773.1135,3929970.578
1211,459551.305,3929952.693
1212,463329.4895,3929936.405
1213,467107.6677,3929921.712
1214,470885.8401,3929908.616
1215,474664.0075,3929897.116
1216,478442.1704,3929887.212
1217,482220.3297,3929878.903
1218,485998.4858,3929872.191
1219,489776.6395,3929867.074
1220,493554.7915,3929863.554
1221,497332.9423,3929861.629
1222,501111.0927,3929861.301
1223,504889.2432,3929862.568
1224,508667.3946,3929865.431
1225,255628.2438,3937826.613
1226,259405.7848,3937723.981
1227,263183.2843,3937622.952
1228,266960.7429,3937523.525
1229,270738.1614,3937425.699
1230,274515.5403,3937329.474
1231,278292.8803,3937234.851
1232,282070.1821,3937141.829
1233,285847.4463,3937050.408
1234,289624.6736,3936960.587
1235,293401.8646,3936872.367
1236,297179.0199,3936785.748
1237,300956.1402,3936700.729
1238,304733.2262,3936617.31
1239,308510.2785,3936535.492
1240,312287.2978,3936455.273
1241,316064.2847,3936376.655
1242,319841.2398,3936299.636
1243,323618.1638,3936224.216
1244,327395.0574,3936150.396
1245,331171.9212,3936078.176
1246,334948.7558,3936007.555
1247,338725.562,3935938.533
1248,342502.3403,3935871.109
1249,346279.0914,3935805.285
1250,350055.816,3935741.06
1251,353832.5147,3935678.433
1252,357609.1882,3935617.405
1253,361385.8371,3935557.976
1254,365162.4621,3935500.145
1255,368939.0637,3935443.912
1256,372715.6428,3935389.278
1257,376492.1998,3935336.242
1258,380268.7356,3935284.804
1259,384045.2506,3935234.963
1260,387821.7457,3935186.721
1261,391598.2213,3935140.077
1262,395374.6782,3935095.03
1263,399151.1171,3935051.581
1264,402927.5385,3935009.73
1265,406703.9432,3934969.476
1266,410480.3318,3934930.82
1267,414256.7049,3934893.761
1268,418033.0632,3934858.3
1269,421809.4073,3934824.436
1270,425585.7379,3934792.169
1271,429362.0557,3934761.499
1272,433138.3613,3934732.427
1273,436914.6553,3934704.952
1274,440690.9384,3934679.073
1275,444467.2113,3934654.792
1276,448243.4745,3934632.108
1277,452019.7289,3934611.021
1278,455795.9749,3934591.53
1279,459572.2133,3934573.637
1280,463348.4448,3934557.341
1281,467124.6698,3934542.641
1282,470900.8893,3934529.538
1283,474677.1036,3934518.032
1284,478453.3136,3934508.123
1285,482229.5199,3934499.81
1286,486005.7231,3934493.094
1287,489781.9239,3934487.975
1288,493558.123,3934484.453
1289,497334.3209,3934482.528
1290,501110.5184,3934482.199
1291,504886.716,3934483.467
1292,508662.9145,3934486.332
1293,255754.8778,3942449.209
1294,259530.4575,3942346.527
1295,263305.9959,3942245.447
1296,267081.4936,3942145.97
1297,270856.9514,3942048.096
1298,274632.3698,3941951.823
1299,278407.7495,3941857.153
1300,282183.0911,3941764.084
1301,285958.3953,3941672.618
1302,289733.6628,3941582.752
1303,293508.8941,3941494.489
1304,297284.09,3941407.826
1305,301059.251,3941322.765
1306,304834.3779,3941239.305
1307,308609.4712,3941157.446
1308,312384.5317,3941077.187
1309,316159.5599,3940998.529
1310,319934.5565,3940921.472
1311,323709.5222,3940846.015
1312,327484.4575,3940772.158
1313,331259.3633,3940699.902
1314,335034.24,3940629.245
1315,338809.0883,3940560.189
1316,342583.909,3940492.732
1317,346358.7026,3940426.875
1318,350133.4698,3940362.618
1319,353908.2112,3940299.96
1320,357682.9275,3940238.902
1321,361457.6193,3940179.443
1322,365232.2873,3940121.583
1323,369006.9322,3940065.322
1324,372781.5545,3940010.66
1325,376556.1549,3939957.598
1326,380330.7342,3939906.134
1327,384105.2928,3939856.269
1328,387879.8315,3939808.003
1329,391654.3509,3939761.335
1330,395428.8517,3939716.266
1331,399203.3345,3939672.795
1332,402977.8,3939630.923
1333,406752.2488,3939590.649
1334,410526.6815,3939551.974
1335,414301.0989,3939514.897
1336,418075.5015,3939479.418
1337,421849.89,3939445.537
1338,425624.2651,3939413.254
1339,429398.6274,3939382.569
1340,433172.9776,3939353.482
1341,436947.3162,3939325.993
1342,440721.644,3939300.102
1343,444495.9616,3939275.808
1344,448270.2697,3939253.113
1345,452044.5688,3939232.015
1346,455818.8597,3939212.515
1347,459593.143,3939194.613
1348,463367.4194,3939178.308
1349,467141.6894,3939163.601
1350,470915.9538,3939150.492
1351,474690.2132,3939138.98
1352,478464.4683,3939129.066
1353,482238.7196,3939120.749
1354,486012.9679,3939114.03
1355,489787.2138,3939108.908
1356,493561.4579,3939105.384
1357,497335.7009,3939103.458
1358,501109.9434,3939103.129
1359,504884.1862,3939104.398
1360,508658.4298,3939107.264
1361,255881.6412,3947071.83
1362,259655.2576,3946969.097
1363,263428.8329,3946867.968
1364,267202.3677,3946768.441
1365,270975.8628,3946670.518
1366,274749.3187,3946574.198
1367,278522.736,3946479.481
1368,282296.1155,3946386.366
1369,286069.4577,3946294.854
1370,289842.7634,3946204.945
1371,293616.0331,3946116.637
1372,297389.2675,3946029.932
1373,301162.4673,3945944.828
1374,304935.633,3945861.327
1375,308708.7654,3945779.427
1376,312481.865,3945699.129
1377,316254.9325,3945620.432
1378,320027.9686,3945543.336
1379,323800.9739,3945467.842
1380,327573.9491,3945393.949
1381,331346.8947,3945321.656
1382,335119.8115,3945250.965
1383,338892.7001,3945181.874
1384,342665.5611,3945114.384
1385,346438.3951,3945048.494
1386,350211.2029,3944984.205
1387,353983.985,3944921.516
1388,357756.7422,3944860.428
1389,361529.475,3944800.939
1390,365302.184,3944743.051
1391,369074.87,3944686.762
1392,372847.5336,3944632.073
1393,376620.1755,3944578.984
1394,380392.7962,3944527.495
1395,384165.3964,3944477.605
1396,387937.9768,3944429.315
1397,391710.538,3944382.624
1398,395483.0806,3944337.532
1399,399255.6054,3944294.04
1400,403028.1129,3944252.147
1401,406800.6038,3944211.854
1402,410573.0787,3944173.159
1403,414345.5383,3944136.063
1404,418117.9833,3944100.566
1405,421890.4142,3944066.669
1406,425662.8318,3944034.37
1407,429435.2366,3944003.67
1408,433207.6293,3943974.568
1409,436980.0106,3943947.066
1410,440752.3811,3943921.162
1411,444524.7414,3943896.856
1412,448297.0922,3943874.149
1413,452069.4342,3943853.041
1414,455841.768,3943833.532
1415,459614.0942,3943815.62
1416,463386.4135,3943799.308
1417,467158.7265,3943784.593
1418,470931.0339,3943771.477
1419,474703.3363,3943759.96
1420,478475.6343,3943750.041
1421,482247.9287,3943741.72
1422,486020.2201,3943734.998
1423,489792.509,3943729.874
1424,493564.7962,3943726.348
1425,497337.0823,3943724.42
1426,501109.3679,3943724.091
1427,504881.6538,3943725.36
1428,508653.9404,3943728.228
1429,256008.534,3951694.476
1430,259780.185,3951591.693
1431,263551.7952,3951490.513
1432,267323.3652,3951390.938
1433,271094.8955,3951292.967
1434,274866.3869,3951196.599
1435,278637.8399,3951101.835
1436,282409.2552,3951008.675
1437,286180.6335,3950917.118
1438,289951.9754,3950827.163
1439,293723.2814,3950738.812
1440,297494.5524,3950652.064
1441,301265.7888,3950566.919
1442,305036.9914,3950483.376
1443,308808.1608,3950401.436
1444,312579.2977,3950321.098
1445,316350.4025,3950242.362
1446,320121.4761,3950165.229
1447,323892.5191,3950089.697
1448,327663.532,3950015.767
1449,331434.5156,3949943.439
1450,335205.4705,3949872.713
1451,338976.3972,3949803.588
1452,342747.2965,3949736.065
1453,346518.1691,3949670.143
1454,350289.0154,3949605.822
1455,354059.8363,3949543.102
1456,357830.6322,3949481.983
1457,361601.404,3949422.465
1458,365372.1521,3949364.548
1459,369142.8773,3949308.232
1460,372913.5802,3949253.516
1461,376684.2614,3949200.401
1462,380454.9216,3949148.886
1463,384225.5614,3949098.971
1464,387996.1815,3949050.657
1465,391766.7824,3949003.944
1466,395537.3649,3948958.83
1467,399307.9297,3948915.316
1468,403078.4772,3948873.402
1469,406849.0082,3948833.089
1470,410619.5233,3948794.375
1471,414390.0232,3948757.261
1472,418160.5085,3948721.747
1473,421930.9798,3948687.832
1474,425701.4378,3948655.517
1475,429471.8831,3948624.802
1476,433242.3164,3948595.686
1477,437012.7383,3948568.17
1478,440783.1495,3948542.253
1479,444553.5506,3948517.936
1480,448323.9422,3948495.218
1481,452094.325,3948474.099
1482,455864.6996,3948454.58
1483,459635.0667,3948436.66
1484,463405.4269,3948420.339
1485,467175.7809,3948405.617
1486,470946.1293,3948392.495
1487,474716.4727,3948380.972
1488,478486.8118,3948371.048
1489,482257.1472,3948362.723
1490,486027.4796,3948355.997
1491,489797.8097,3948350.871
1492,493568.1379,3948347.343
1493,497338.4651,3948345.415
1494,501108.7919,3948345.085
1495,504879.1188,3948346.355
1496,508649.4465,3948349.224
1497,256135.556,3956317.147
1498,259905.2398,3956214.314
1499,263674.8829,3956113.085
1500,267444.4859,3956013.46
1501,271214.0495,3955915.441
1502,274983.5744,3955819.026
1503,278753.0611,3955724.216
1504,282522.5102,3955631.009
1505,286291.9225,3955539.407
1506,290061.2986,3955449.409
1507,293830.6391,3955361.015
1508,297599.9446,3955274.224
1509,301369.2157,3955189.037
1510,305138.4532,3955105.453
1511,308907.6576,3955023.473
1512,312676.8296,3954943.095
1513,316445.9699,3954864.321
1514,320215.079,3954787.15
1515,323984.1576,3954711.581
1516,327753.2063,3954637.615
1517,331522.2258,3954565.251
1518,335291.2167,3954494.49
1519,339060.1797,3954425.331
1520,342829.1154,3954357.775
1521,346598.0243,3954291.82
1522,350366.9073,3954227.468
1523,354135.7649,3954164.717
1524,357904.5977,3954103.568
1525,361673.4063,3954044.021
1526,365442.1916,3953986.075
1527,369210.9539,3953929.731
1528,372979.6941,3953874.989
1529,376748.4127,3953821.847
1530,380517.1104,3953770.307
1531,384285.7878,3953720.368
1532,388054.4455,3953672.031
1533,391823.0842,3953625.294
1534,395591.7046,3953580.158
1535,399360.3073,3953536.623
1536,403128.8928,3953494.688
1537,406897.4619,3953454.355
1538,410666.0153,3953415.622
1539,414434.5534,3953378.49
1540,418203.077,3953342.958
1541,421971.5867,3953309.027
1542,425740.0832,3953276.696
1543,429508.567,3953245.966
1544,433277.0389,3953216.836
1545,437045.4995,3953189.306
1546,440813.9493,3953163.376
1547,444582.3891,3953139.047
1548,448350.8195,3953116.318
1549,452119.2411,3953095.189
1550,455887.6546,3953075.66
1551,459656.0606,3953057.731
1552,463424.4598,3953041.402
1553,467192.8527,3953026.673
1554,470961.2401,3953013.545
1555,474729.6225,3953002.016
1556,478498.0007,3952992.087
1557,482266.3751,3952983.758
1558,486034.7466,3952977.029
1559,489803.1157,3952971.9
1560,493571.4831,3952968.37
1561,497339.8494,3952966.441
1562,501108.2152,3952966.112
1563,504876.5812,3952967.382
1564,508644.9481,3952970.252
1565,256262.7072,3960939.844
1566,260030.4217,3960836.959
1567,263798.0957,3960735.681
1568,267565.7298,3960636.008
1569,271333.3248,3960537.941
1570,275100.8811,3960441.479
1571,278868.3995,3960346.622
1572,282635.8805,3960253.371
1573,286403.3248,3960161.724
1574,290170.7331,3960071.682
1575,293938.1059,3959983.244
1576,297705.444,3959896.411
1577,301472.7479,3959811.182
1578,305240.0182,3959727.558
1579,309007.2557,3959645.537
1580,312774.4609,3959565.121
1581,316541.6345,3959486.308
1582,320308.7771,3959409.099
1583,324075.8893,3959333.493
1584,327842.9718,3959259.491
1585,331610.0253,3959187.092
1586,335377.0503,3959116.296
1587,339144.0475,3959047.104
1588,342911.0175,3958979.514
1589,346677.9609,3958913.527
1590,350444.8785,3958849.143
1591,354211.7707,3958786.362
1592,357978.6384,3958725.183
1593,361745.482,3958665.607
1594,365512.3023,3958607.633
1595,369279.0998,3958551.261
1596,373045.8753,3958496.492
1597,376812.6293,3958443.324
1598,380579.3625,3958391.759
1599,384346.0754,3958341.796
1600,388112.7689,3958293.434
1601,391879.4434,3958246.675
1602,395646.0996,3958201.517
1603,399412.7382,3958157.96
1604,403179.3598,3958116.005
1605,406945.9651,3958075.652
1606,410712.5546,3958036.9
1607,414479.129,3957999.75
1608,418245.6889,3957964.201
1609,422012.235,3957930.253
1610,425778.7679,3957897.906
1611,429545.2883,3957867.161
1612,433311.7968,3957838.017
1613,437078.294,3957810.473
1614,440844.7805,3957784.531
1615,444611.2571,3957760.19
1616,448377.7242,3957737.45
1617,452144.1827,3957716.31
1618,455910.6331,3957696.772
1619,459677.076,3957678.834
1620,463443.512,3957662.497
1621,467209.9419,3957647.761
1622,470976.3663,3957634.626
1623,474742.7857,3957623.092
1624,478509.2009,3957613.158
1625,482275.6125,3957604.825
1626,486042.021,3957598.092
1627,489808.4272,3957592.961
1628,493574.8316,3957589.43
1629,497341.235,3957587.499
1630,501107.6379,3957587.17
1631,504874.041,3957588.441
1632,508640.445,3957591.313
1633,256389.9875,3965562.565
1634,260155.7307,3965459.631
1635,263921.4337,3965358.303
1636,267687.0969,3965258.582
1637,271452.7212,3965160.467
1638,275218.307,3965063.958
1639,278983.855,3964969.055
1640,282749.3659,3964875.758
1641,286514.8403,3964784.067
1642,290280.2788,3964693.981
1643,294045.682,3964605.501
1644,297811.0506,3964518.625
1645,301576.3852,3964433.355
1646,305341.6864,3964349.69
1647,309106.955,3964267.629
1648,312872.1914,3964187.174
1649,316637.3963,3964108.322
1650,320402.5704,3964031.076
1651,324167.7143,3963955.433
1652,327932.8286,3963881.395
1653,331697.914,3963808.961
1654,335462.9711,3963738.131
1655,339228.0005,3963668.905
1656,342993.0028,3963601.282
1657,346757.9787,3963535.263
1658,350522.9289,3963470.848
1659,354287.8539,3963408.036
1660,358052.7544,3963346.828
1661,361817.631,3963287.222
1662,365582.4843,3963229.22
1663,369347.3151,3963172.821
1664,373112.1238,3963118.025
1665,376876.9112,3963064.832
1666,380641.6778,3963013.241
1667,384406.4244,3962963.254
1668,388171.1516,3962914.869
1669,391935.8599,3962868.086
1670,395700.55,3962822.906
1671,399465.2225,3962779.329
1672,403229.8782,3962737.353
1673,406994.5175,3962696.98
1674,410759.1412,3962658.21
1675,414523.7499,3962621.041
1676,418288.3441,3962585.475
1677,422052.9246,3962551.51
1678,425817.492,3962519.148
1679,429582.047,3962488.388
1680,433346.59,3962459.229
1681,437111.1218,3962431.673
1682,440875.6431,3962405.718
1683,444640.1544,3962381.365
1684,448404.6563,3962358.613
1685,452169.1496,3962337.464
1686,455933.6348,3962317.915
1687,459698.1127,3962299.969
1688,463462.5837,3962283.624
1689,467227.0485,3962268.881
1690,470991.5079,3962255.739
1691,474755.9624,3962244.199
1692,478520.4126,3962234.261
1693,482284.8592,3962225.924
1694,486049.3028,3962219.188
1695,489813.744,3962214.054
1696,493578.1836,3962210.521
1697,497342.6221,3962208.59
1698,501107.0601,3962208.26
1699,504871.4983,3962209.532
1700,508635.9373,3962212.405
1701,256517.3969,3970185.311
1702,260281.1668,3970082.327
1703,264044.8967,3969980.951
1704,267808.5871,3969881.181
1705,271572.2386,3969783.019
1706,275335.852,3969686.463
1707,279099.4277,3969591.515
1708,282862.9664,3969498.172
1709,286626.4689,3969406.437
1710,290389.9356,3969316.307
1711,294153.3672,3969227.784
1712,297916.7643,3969140.867
1713,301680.1277,3969055.555
1714,305443.4578,3968971.849
1715,309206.7554,3968889.749
1716,312970.021,3968809.255
1717,316733.2553,3968730.365
1718,320496.4589,3968653.081
1719,324259.6325,3968577.402
1720,328022.7766,3968503.328
1721,331785.8919,3968430.859
1722,335548.9791,3968359.995
1723,339312.0387,3968290.735
1724,343075.0714,3968223.08
1725,346838.0778,3968157.029
1726,350601.0585,3968092.582
1727,354364.0143,3968029.74
1728,358126.9456,3967968.502
1729,361889.8532,3967908.868
1730,365652.7376,3967850.837
1731,369415.5995,3967794.411
1732,373178.4396,3967739.588
1733,376941.2583,3967686.369
1734,380704.0565,3967634.754
1735,384466.8347,3967584.742
1736,388229.5935,3967536.334
1737,391992.3336,3967489.528
1738,395755.0556,3967444.327
1739,399517.7601,3967400.728
1740,403280.4478,3967358.732
1741,407043.1192,3967318.34
1742,410805.7751,3967279.55
1743,414568.4161,3967242.364
1744,418331.0427,3967206.78
1745,422093.6556,3967172.799
1746,425856.2555,3967140.421
1747,429618.8429,3967109.646
1748,433381.4186,3967080.473
1749,437143.983,3967052.903
1750,440906.537,3967026.936
1751,444669.081,3967002.571
1752,448431.6158,3966979.809
1753,452194.1419,3966958.649
1754,455956.66,3966939.091
1755,459719.1707,3966921.136
1756,463481.6747,3966904.783
1757,467244.1725,3966890.033
1758,471006.6649,3966876.885
1759,474769.1524,3966865.339
1760,478531.6356,3966855.396
1761,482294.1153,3966847.055
1762,486056.592,3966840.316
1763,489819.0663,3966835.179
1764,493581.539,3966831.645
1765,497344.0105,3966829.713
1766,501106.4817,3966829.383
1767,504868.953,3966830.655
1768,508631.4251,3966833.529
1769,256644.9353,3974808.082
1770,260406.73,3974705.049
1771,264168.4848,3974603.623
1772,267930.2003,3974503.806
1773,271691.8772,3974405.596
1774,275453.516,3974308.995
1775,279215.1174,3974214
1776,282976.682,3974120.613
1777,286738.2105,3974028.833
1778,290499.7034,3973938.66
1779,294261.1614,3973850.094
1780,298022.5852,3973763.135
1781,301783.9753,3973677.783
1782,305545.3323,3973594.037
1783,309306.6569,3973511.897
1784,313067.9497,3973431.364
1785,316829.2114,3973352.436
1786,320590.4425,3973275.115
1787,324351.6438,3973199.399
1788,328112.8157,3973125.29
1789,331873.959,3973052.786
1790,335635.0742,3972981.887
1791,339396.1621,3972912.594
1792,343157.2231,3972844.906
1793,346918.258,3972778.823
1794,350679.2674,3972714.346
1795,354440.2518,3972651.473
1796,358201.212,3972590.206
1797,361962.1486,3972530.543
1798,365723.0621,3972472.484
1799,369483.9532,3972416.031
1800,373244.8225,3972361.182
1801,377005.6707,3972307.937
1802,380766.4984,3972256.297
1803,384527.3062,3972206.261
1804,388288.0947,3972157.829
1805,392048.8646,3972111.001
1806,395809.6164,3972065.778
1807,399570.3509,3972022.158
1808,403331.0686,3971980.142
1809,407091.7702,3971939.73
1810,410852.4563,3971900.922
1811,414613.1275,3971863.718
1812,418373.7845,3971828.117
1813,422134.4279,3971794.12
1814,425895.0582,3971761.726
1815,429655.6762,3971730.936
1816,433416.2824,3971701.749
1817,437176.8776,3971674.166
1818,440937.4622,3971648.186
1819,444698.037,3971623.809
1820,448458.6025,3971601.036
1821,452219.1595,3971579.866
1822,455979.7085,3971560.299
1823,459740.2501,3971542.335
1824,463500.785,3971525.974
1825,467261.3138,3971511.217
1826,471021.8372,3971498.062
1827,474782.3557,3971486.511
1828,478542.87,3971476.563
1829,482303.3808,3971468.218
1830,486063.8885,3971461.476
1831,489824.394,3971456.336
1832,493584.8977,3971452.8
1833,497345.4004,3971450.867
1834,501105.9026,3971450.537
1835,504866.4051,3971451.81
1836,508626.9083,3971454.686
1837,256772.6026,3979430.878
1838,260532.4201,3979327.796
1839,264292.1978,3979226.322
1840,268051.9365,3979126.457
1841,271811.6366,3979028.2
1842,275571.299,3978931.552
1843,279330.9241,3978836.512
1844,283090.5126,3978743.08
1845,286850.0651,3978651.256
1846,290609.5823,3978561.04
1847,294369.0647,3978472.432
1848,298128.5131,3978385.431
1849,301887.9279,3978300.038
1850,305647.3098,3978216.251
1851,309406.6595,3978134.072
1852,313165.9775,3978053.5
1853,316925.2646,3977974.535
1854,320684.5213,3977897.177
1855,324443.7482,3977821.425
1856,328202.9459,3977747.28
1857,331962.1151,3977674.741
1858,335721.2565,3977603.809
1859,339480.3706,3977534.482
1860,343239.458,3977466.762
1861,346998.5194,3977400.647
1862,350757.5554,3977336.139
1863,354516.5666,3977273.236
1864,358275.5536,3977211.939
1865,362034.5171,3977152.248
1866,365793.4577,3977094.162
1867,369552.376,3977037.681
1868,373311.2727,3976982.806
1869,377070.1483,3976929.535
1870,380829.0035,3976877.87
1871,384587.8389,3976827.81
1872,388346.6551,3976779.355
1873,392105.4528,3976732.505
1874,395864.2325,3976687.26
1875,399622.995,3976643.619
1876,403381.7408,3976601.583
1877,407140.4705,3976561.152
1878,410899.1848,3976522.325
1879,414657.8843,3976485.103
1880,418416.5696,3976449.485
1881,422175.2414,3976415.471
1882,425933.9002,3976383.062
1883,429692.5467,3976352.257
1884,433451.1816,3976323.056
1885,437209.8054,3976295.46
1886,440968.4187,3976269.467
1887,444727.0223,3976245.079
1888,448485.6166,3976222.295
1889,452244.2024,3976201.114
1890,456002.7803,3976181.538
1891,459761.3509,3976163.566
1892,463519.9147,3976147.197
1893,467278.4725,3976132.433
1894,471037.0249,3976119.272
1895,474795.5725,3976107.715
1896,478554.1158,3976097.762
1897,482312.6556,3976089.413
1898,486071.1925,3976082.668
1899,489829.727,3976077.526
1900,493588.2599,3976073.988
1901,497346.7917,3976072.054
1902,501105.323,3976071.724
1903,504863.8546,3976072.997
1904,508622.3869,3976075.875
1905,256900.3988,3984053.7
1906,260658.237,3983950.568
1907,264416.0357,3983849.046
1908,268173.7955,3983749.133
1909,271931.517,3983650.829
1910,275689.2009,3983554.135
1911,279446.8477,3983459.05
1912,283204.4581,3983365.574
1913,286962.0327,3983273.706
1914,290719.5722,3983183.447
1915,294477.077,3983094.796
1916,298234.5479,3983007.754
1917,301991.9855,3982922.32
1918,305749.3903,3982838.494
1919,309506.7631,3982756.276
1920,313264.1044,3982675.665
1921,317021.4148,3982596.662
1922,320778.695,3982519.267
1923,324535.9456,3982443.479
1924,328293.1672,3982369.299
1925,332050.3604,3982296.725
1926,335807.5258,3982225.759
1927,339564.6641,3982156.399
1928,343321.7759,3982088.647
1929,347078.8618,3982022.501
1930,350835.9224,3981957.962
1931,354592.9584,3981895.029
1932,358349.9703,3981833.703
1933,362106.9588,3981773.982
1934,365863.9245,3981715.869
1935,369620.868,3981659.361
1936,373377.79,3981604.46
1937,377134.691,3981551.164
1938,380891.5717,3981499.474
1939,384648.4327,3981449.39
1940,388405.2747,3981400.912
1941,392162.0982,3981354.039
