"","lat","lon","dS2S_T01","AF_T01","var_T01","sd_T01"
"2903",4045675.87074132,430250.066973646,0.719931271122757,2.05429201660806,0.182722072332029,0.427460024250256
"2904",4045646.46726142,433978.892374148,0.912005825962387,2.48931065299873,0.118192127190033,0.343790818943777
"2905",4045618.67908358,437707.707534127,1.12413551131845,3.0775551869695,0.0028671973567883,0.0535462170165951
"2906",4045592.50616524,441436.513031758,0.977778208453671,2.65854294706232,0.109890318138692,0.331497086169233
"2907",4045567.9484663,445165.309445251,0.800727498279052,2.22716059476869,0.180917170048852,0.425343590581605
"2908",4045545.00594913,448894.097352835,0.591283225028717,1.80630482440316,0.230987805783462,0.480611907658832
"2909",4045523.67857858,452622.877332784,0.368318039439649,1.44530162880631,0.268740955027265,0.518402310013434
"2910",4045503.96632199,456351.649963395,0.170949478960549,1.18643080778993,0.292809721949271,0.5411189536038
"2911",4045485.86914915,460080.415822988,0.027417127847421,1.02779643587475,0.305829558607269,0.553018587940106
"2912",4045469.38703235,463809.175489915,-0.0445227151645212,0.956453873839763,0.314563999880491,0.560860053739336
"2913",4045454.51994632,467537.929542533,-0.0536330269370527,0.947779852366636,0.322822442491814,0.568174658438594
"2914",4045441.26786829,471266.678559236,-0.0341285415565825,0.966447268016708,0.330971914048099,0.575301585299484
"2915",4045429.63077797,474995.423118426,-0.00357131253673775,0.99643505701507,0.336692153434519,0.580251801750343
"2916",4045419.60865751,478724.163798526,0.0165773863723677,1.01671555367019,0.338895455513157,0.582147279915621
"2917",4045411.20149158,482452.901177971,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2918",4045404.40926729,486181.635835204,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2919",4045399.23197423,489910.36834868,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2920",4045395.66960448,493639.099296861,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2921",4045393.72215257,497367.829258218,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2922",4045393.38961552,501096.558811221,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2923",4045394.67199283,504825.288534346,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2924",4045397.56928645,508554.019006063,0.0227239611338824,1.02298411719347,0.339245701994711,0.582448025144485
"2925",4053399.03164766,258832.761270423,0.0144458997917939,1.01455074606006,0.338679667309185,0.581961912249578
"2926",4053295.18960244,262560.672755515,-0.00590117683259656,0.994116200911558,0.33568076113217,0.579379634723357
"2927",4053192.96820576,266288.547671622,-0.0340113353914369,0.966560548233247,0.3277779509737,0.572518952501749
"2928",4053092.36730117,270016.386590075,-0.0645571629328127,0.937482523479858,0.314245021993721,0.560575616659984
"2929",4052993.3867347,273744.190082333,-0.0908485081441857,0.913156036123989,0.298472411661809,0.54632628681202
"2930",4052896.02635488,277471.958719974,-0.105397022108664,0.899967144793963,0.288104545882483,0.536753710636902
"2931",4052800.2860127,281199.693074709,-0.102980736603922,0.9021443516781,0.289907403519832,0.538430500176051
"2932",4052706.16556164,284927.393718364,-0.0845337597638611,0.918940631634431,0.302608919120631,0.550099008470867
"2933",4052613.66485767,288655.06122289,-0.0678766388576643,0.93437573212554,0.318235372208133,0.564123543391103
"2934",4052522.78375923,292382.696160356,-0.103949027796822,0.90127123603096,0.328095628569855,0.572796323809655
"2935",4052433.52212725,296110.299102948,-0.194916992269745,0.822902962528219,0.324939042997699,0.57003424721476
"2936",4052345.87982512,299837.870622958,-0.335970615745945,0.714644104791471,0.303210701145415,0.550645712909321
"2937",4052259.85671874,303565.411292802,-0.520272379740163,0.594358634669769,0.258911180440225,0.508833155798858
"2938",4052175.45267646,307292.921684995,-0.72612074906431,0.483782066709111,0.190326032260218,0.43626371870718
"2939",4052092.66756913,311020.402372166,-0.915921384157154,0.400147766373707,0.108512162486417,0.329411843269814
"2940",4052011.50127007,314747.853927048,-0.928312182242187,0.395220207434944,0.102551368283468,0.320236425603753
"2941",4051931.95365508,318475.276922482,-0.745806068497228,0.474351785763203,0.183169827894935,0.427983443482262
"2942",4051854.02460243,322202.671931403,-0.546307987683212,0.579083853218715,0.252224147047042,0.502219222100312
"2943",4051777.71399289,325930.039526847,-0.366186791807922,0.693373272665531,0.292806009539091,0.541115523284161
